Uniprot_name,SA.KO3P1_S20_L007_R1_001.sam,SA.KO3P2_S13_L006_R1_001.sam,SA.KOSS1_S12_L006_R1_001.sam,SA.KOSS2_S23_L007_R1_001.sam,SA.WT3P1_S19_L007_R1_001.sam,SA.WT3P2_S22_L007_R1_001.sam,SA.WTSS1_S11_L006_R1_001.sam,SA.WTSS2_S21_L007_R1_001.sam
100130507,1,0,0,2,0,1,0,1
27087,30,16,13,31,41,78,33,82
283177,0,0,0,0,0,1,0,1
100507548,0,0,0,0,0,0,0,0
100288778,153,64,63,155,143,148,48,185
100507301,0,0,0,0,0,0,0,0
100302090,0,0,0,0,0,0,0,0
677784,1,0,0,0,0,0,1,0
440073,7,7,4,13,6,12,1,7
574538,1,1,1,1,0,0,0,0
6539,4,2,3,5,3,3,2,6
6540,5,1,1,4,1,3,2,2
5927,928,542,445,860,503,671,340,483
84318,387,152,159,330,262,326,127,232
283358,246,130,91,221,142,206,79,217
4815,3,1,0,2,0,0,0,2
100049716,40,34,12,39,40,43,16,43
65125,2973,1843,1188,3287,1363,2136,956,1720
5893,135,99,80,182,132,164,75,153
100130219,46,26,15,49,39,27,16,33
23085,509,312,242,615,326,484,177,368
100292680,1,0,0,0,0,0,0,1
144699,130,52,56,123,117,145,59,121
81029,45,34,25,66,53,84,37,96
79602,1078,553,457,987,764,987,406,876
93589,0,0,1,2,2,1,2,0
654429,1,1,0,0,0,0,0,0
100271702,0,0,0,0,0,0,0,0
196513,194,99,63,160,177,181,64,202
775,49,53,26,81,36,75,16,53
100507402,0,0,0,1,0,1,0,0
283440,1,0,0,0,0,1,1,0
2288,3299,1683,1320,3113,1687,2206,855,2522
55846,154,85,67,148,151,193,91,205
83714,36,20,11,31,15,28,14,17
100507424,17,8,9,16,5,14,2,4
2305,1077,478,419,1026,787,972,463,1130
83695,407,206,156,384,429,499,204,513
7289,274,177,127,263,228,297,141,305
7004,214,109,97,223,162,203,66,211
10867,257,132,93,218,214,249,102,218
100128253,0,0,0,0,0,0,0,1
100129223,1,0,0,1,0,0,1,0
56341,0,0,0,1,1,0,0,0
100128816,24,19,4,18,6,18,4,14
84766,48,31,17,48,36,38,23,25
57097,146,107,56,188,83,138,56,73
100507492,1,0,0,2,1,1,0,2
100507511,0,0,0,0,0,0,0,0
894,890,564,337,1084,574,870,302,782
57103,211,115,82,231,171,236,80,162
8074,4,2,0,2,1,1,1,0
2251,0,0,0,0,0,0,0,0
57102,349,177,126,316,288,296,119,235
10635,406,318,147,517,405,563,225,418
8798,189,100,64,200,248,265,80,266
10566,77,34,32,68,121,98,40,77
4704,571,256,213,462,490,463,183,384
26290,0,0,0,0,1,3,0,0
3742,31,23,17,43,7,16,5,18
3736,9,8,5,17,9,6,5,7
100507560,0,0,0,0,0,0,1,0
3741,0,1,0,1,0,1,0,0
100507576,0,0,0,0,0,0,0,0
100507271,0,0,0,0,0,0,0,0
4908,0,0,0,0,1,1,1,1
57101,14,4,5,10,7,6,2,10
7450,0,4,2,2,1,1,1,0
928,180,86,71,157,231,343,130,338
55200,2,0,1,0,1,0,0,0
7132,261,140,101,251,323,360,121,352
6337,2,0,0,0,4,2,0,3
4055,0,1,0,0,0,1,1,2
678655,9,1,5,9,12,19,9,13
939,0,1,0,1,3,1,0,2
55080,6,1,4,6,16,12,1,6
6843,226,90,100,179,128,109,59,93
51258,1092,522,447,915,833,842,417,922
9918,2609,1454,983,2814,996,1340,586,1407
692148,2,0,1,6,0,1,1,1
2597,19563,10868,7473,19906,16300,18025,7650,20246
25900,417,193,161,370,235,241,124,243
4839,1242,528,499,975,931,946,491,971
1108,3888,2063,1660,3825,1753,2072,1088,1980
100127974,12,5,2,11,6,12,4,7
677780,0,0,0,0,0,0,0,0
57121,3,1,1,2,2,1,1,0
84519,7,5,4,3,6,5,2,3
51147,222,139,86,234,202,223,89,206
171017,793,376,303,695,542,665,241,613
196500,90,48,21,91,52,57,28,61
50813,648,336,281,599,561,660,281,700
8079,1435,690,581,1338,941,1114,507,1255
5763,973,541,355,971,567,757,245,833
3902,2,3,1,1,0,2,0,1
920,23,8,5,14,5,4,2,2
27239,36,17,17,38,19,31,11,21
10536,298,163,121,285,199,302,108,326
2784,114,56,44,92,58,73,36,95
83461,364,158,138,304,233,228,131,260
8078,1034,451,385,828,584,597,295,573
7167,4666,2145,1848,4280,4460,4451,2136,4776
84727,31,22,18,37,32,24,24,33
283345,16,7,8,14,5,10,1,11
171220,52,35,16,68,48,61,18,37
10233,54,19,15,47,47,84,35,81
2026,140,140,54,249,302,702,184,737
1822,981,529,380,946,723,990,385,978
100147744,3,0,0,6,2,1,1,1
113246,795,415,277,717,650,735,297,798
5777,63,24,25,46,21,14,14,21
100507644,0,0,0,0,1,0,0,1
406985,0,0,0,0,0,0,0,0
406933,0,0,0,0,0,0,0,0
11331,3206,1686,1188,3147,2261,2668,1175,3048
677777,69,19,20,40,35,36,23,32
10436,366,193,166,337,345,364,174,389
10162,319,192,153,387,236,317,139,322
716,8,4,1,9,6,9,7,8
715,113,45,36,95,88,106,31,69
51279,12,7,7,23,41,40,19,26
283314,7,6,2,7,2,2,5,5
83758,2,4,0,8,4,7,2,10
9746,318,185,119,399,255,360,130,343
5830,428,249,184,478,247,349,169,321
341392,0,0,0,0,0,0,0,0
283316,0,0,0,0,0,0,0,0
9332,0,0,0,0,0,0,0,0
339,0,0,0,0,0,0,0,0
9573,0,0,0,0,0,0,0,0
359787,0,1,0,0,0,0,0,0
170482,0,1,0,0,0,0,0,0
360030,0,0,0,0,0,0,0,0
79923,0,0,0,0,0,0,0,0
144195,13,7,3,30,26,42,6,32
6515,85,126,43,213,161,384,79,295
55810,308,157,117,340,192,315,134,278
719,1,1,0,0,2,7,0,0
25977,394,204,135,356,383,459,195,378
50856,6,2,3,7,4,2,7,3
642559,2,3,2,6,1,2,2,4
440077,0,0,0,0,0,1,0,0
440078,48,40,14,62,42,43,21,36
55138,16,5,4,12,7,3,2,11
643856,3,2,1,2,2,1,0,0
653113,66,29,22,59,76,62,25,77
389634,14,5,4,9,11,12,4,22
93978,0,0,0,0,0,0,0,0
338339,0,0,0,0,0,0,0,0
26253,0,0,0,0,0,0,0,0
57379,0,0,0,0,0,0,0,0
8076,0,0,0,0,0,0,0,0
57494,237,184,86,345,247,320,141,202
100506112,38,37,12,71,58,87,25,67
144568,0,1,0,0,2,1,0,1
1911,434,254,172,504,235,399,134,360
4074,491,265,181,438,375,387,192,380
10219,33,23,13,31,14,36,13,24
253128,2,1,1,1,0,0,0,1
144571,6,2,1,9,7,6,2,4
2,1,2,2,3,1,1,1,1
5858,0,0,1,0,0,0,0,0
100422885,75,85,20,178,35,80,15,36
100499405,138,76,36,100,73,75,41,77
642846,535,283,209,511,461,595,256,594
728715,41,26,13,52,37,60,20,53
440081,808,360,293,753,651,894,348,806
408186,48,20,14,59,23,52,20,27
3820,0,0,0,0,0,0,1,0
374443,34,21,12,36,55,73,16,59
29121,937,608,360,1054,873,978,415,900
160365,0,0,0,0,0,1,0,0
969,0,0,1,0,0,0,0,0
51348,0,0,0,0,0,0,0,0
9976,0,1,0,0,0,2,0,0
100431172,0,0,0,0,0,1,0,0
387836,0,0,0,0,0,0,0,0
100506159,0,0,0,0,0,0,0,0
160364,0,0,0,0,0,0,0,0
51266,0,0,0,0,0,0,0,0
387837,0,0,0,0,0,1,0,0
283420,0,0,0,0,0,0,0,0
51267,1,0,0,0,0,1,0,1
64581,0,0,0,0,1,0,0,1
4973,0,0,0,0,0,0,0,0
120939,0,0,0,0,0,1,0,0
23710,278,196,90,341,392,816,171,570
3824,1,0,0,0,0,0,0,0
22914,9,8,4,13,15,19,6,11
8302,3,4,1,6,0,0,0,0
3823,3,9,5,3,2,2,0,2
3822,5,6,1,6,1,1,0,2
3821,0,1,1,2,0,1,0,0
100506182,0,0,0,0,0,0,0,0
10748,22,22,12,33,24,17,13,16
55110,128,96,46,150,183,199,69,112
55359,19,9,4,36,11,31,9,11
8531,1945,1018,723,1943,1806,2571,888,2321
100506226,0,0,0,0,0,0,0,0
50837,0,0,0,0,0,0,0,0
50836,0,0,0,0,1,0,0,0
50835,0,0,0,0,0,0,0,0
50839,0,0,0,0,1,1,0,0
11272,6,2,3,6,16,18,9,13
5554,2,1,2,6,10,5,6,6
50838,0,0,0,0,0,3,0,0
5555,4,1,2,7,7,2,2,4
50840,8,9,4,13,14,10,6,7
259296,1,0,0,1,1,0,0,2
259295,19,7,4,15,11,15,3,23
259294,8,10,5,14,5,3,1,6
259290,9,7,6,12,9,9,3,6
259292,3,2,1,3,1,0,2,0
259289,3,2,1,3,1,4,0,1
259293,8,1,1,5,1,2,0,0
353164,0,0,0,1,0,0,0,2
5544,3,2,0,2,0,1,0,2
5545,0,0,0,1,0,0,1,0
5542,0,0,0,0,0,0,0,0
653247,0,0,0,0,0,0,0,0
338817,3,2,2,8,2,9,2,5
2120,98,41,36,78,150,203,26,67
79370,0,1,1,5,1,6,0,0
100506248,143,90,57,136,80,107,46,115
100422872,40,92,15,155,45,67,15,38
4040,678,468,284,789,302,478,249,313
54682,147,84,47,168,134,139,82,118
503693,14,12,6,8,6,6,1,7
118426,62,36,16,39,29,50,15,49
80824,463,290,179,533,490,776,287,653
1389,209,155,86,226,196,255,95,210
2842,28,9,6,14,20,19,4,12
1027,365,297,138,440,287,332,176,314
81575,45,34,21,79,36,94,29,59
693198,0,0,0,0,0,0,1,0
51202,594,287,269,586,407,464,256,468
387841,1386,645,515,1268,957,1156,428,1253
9052,39,21,13,35,20,103,13,108
693199,2,0,1,2,1,2,1,6
55507,0,0,0,0,0,0,0,0
50865,196,141,65,235,148,259,84,246
100506314,0,2,0,0,0,1,0,1
93164,67,35,18,63,35,51,39,55
57613,412,249,165,434,245,358,134,298
83445,1,1,0,2,0,1,0,0
2012,5,4,2,7,8,17,7,10
283422,0,0,0,0,0,1,0,0
2904,0,0,0,1,0,1,1,0
55729,809,571,349,848,254,394,179,224
79887,1,0,1,1,0,0,0,1
2984,0,0,0,0,0,0,0,0
121504,3,4,1,3,5,5,0,5
55766,83,54,33,90,86,128,46,140
51729,950,493,382,922,664,897,355,758
144608,17,17,14,39,15,26,13,19
440087,3,2,0,6,0,4,0,0
420,0,0,0,0,0,0,0,0
4256,0,0,0,0,0,0,0,1
121506,0,0,1,0,0,0,0,0
397,0,0,0,0,0,3,1,0
5149,0,0,0,0,0,0,0,0
85004,18,18,10,24,16,27,14,18
5800,10,5,11,10,18,25,18,23
2059,233,160,78,266,227,321,123,256
11171,1484,824,524,1549,1091,1465,628,1343
51071,183,157,74,224,245,296,140,265
729025,2,0,0,0,0,0,0,0
4257,295,184,101,280,196,208,77,148
55885,15,10,7,26,2,7,2,5
100506332,112,58,49,83,78,106,42,91
79785,0,0,0,0,0,0,0,0
5288,0,2,0,1,0,0,0,1
89869,0,0,0,0,0,0,0,0
93661,0,0,0,0,0,0,0,0
54477,243,170,103,285,125,228,93,164
121536,273,298,127,451,204,333,124,206
100506393,0,0,0,0,0,0,0,0
5139,22,8,12,22,0,4,3,3
53919,0,1,0,0,0,0,0,0
28234,0,0,0,0,0,0,0,0
338821,0,0,0,0,0,0,0,0
10599,0,0,0,0,0,0,0,0
6579,2,3,0,2,2,1,0,3
3375,0,0,0,0,0,1,0,0
79912,51,45,20,64,51,79,25,48
5965,449,232,199,391,280,343,159,211
51026,227,304,68,389,172,392,108,128
80763,6,3,1,8,7,4,3,2
2998,1,0,1,4,2,1,0,0
3945,9552,5072,3772,9297,7366,7415,3614,7685
3764,176,100,51,148,114,146,82,214
10060,4,13,7,23,12,16,6,10
55907,456,342,178,521,412,536,230,491
6489,5,2,2,5,0,3,1,5
9847,660,467,269,829,395,549,239,336
55500,339,365,123,516,206,340,125,193
6660,22,18,5,24,12,17,5,14
100126320,0,0,0,0,0,0,0,0
144360,2,3,3,5,7,3,2,2
586,1246,1119,447,1637,911,1390,583,789
56286,2,0,1,2,0,2,2,1
196415,0,0,0,0,0,0,0,0
645177,0,0,0,0,0,0,0,0
4033,0,0,0,1,0,1,1,1
55259,8,5,1,7,4,2,2,1
144363,44,66,12,100,60,104,16,20
3845,369,374,165,632,206,382,139,262
160492,0,1,0,1,3,0,0,1
100422897,0,0,0,0,0,0,0,0
100506451,45,33,25,33,45,58,29,37
11228,215,143,85,222,125,222,80,117
100506529,0,1,0,1,1,1,0,3
79365,63,47,22,104,38,102,30,84
8082,40,47,15,73,57,98,46,60
3709,272,217,128,378,113,154,89,113
55726,497,286,197,552,361,485,214,380
26127,239,202,82,323,244,450,152,278
51768,553,332,210,568,458,542,262,542
9412,137,105,59,206,99,140,54,92
728858,3,0,0,2,1,1,1,0
23012,256,201,121,294,199,271,150,173
56938,58,30,23,53,65,125,57,71
341346,1,1,1,5,3,7,0,5
8496,293,249,135,380,144,262,97,191
387849,6,3,0,2,0,1,1,0
60488,481,282,163,513,442,469,209,369
100287284,0,0,1,3,0,1,0,0
57542,449,296,155,494,292,328,200,256
5744,2,6,0,3,6,14,2,9
55297,111,83,35,142,114,160,65,87
55711,174,98,63,194,116,136,66,86
100506606,19,8,8,14,10,7,4,4
51290,218,171,82,298,157,233,87,153
341350,1,0,0,1,0,0,0,1
83857,136,104,62,203,77,147,62,115
10526,709,500,340,875,600,807,340,515
65981,290,132,95,311,161,266,103,194
100287314,3,2,1,3,1,3,1,1
441631,14,12,12,29,33,48,12,37
100506660,28,11,11,30,21,21,11,14
1663,947,443,347,903,835,1040,428,1047
144203,19,23,10,37,21,36,9,35
58516,663,479,298,843,452,814,285,502
79857,4,4,2,1,2,5,3,2
160518,239,163,106,282,117,207,85,170
254013,21,11,6,21,10,15,8,21
196394,38,15,2,63,34,65,14,48
440093,903,465,347,742,827,1167,450,963
55196,217,160,99,249,160,213,67,137
636,43,33,8,43,47,75,40,61
121512,28,41,16,50,19,25,16,16
10059,776,564,300,972,564,773,281,470
51067,360,162,136,355,237,264,123,255
5318,110,87,51,109,81,107,42,89
341359,0,0,0,0,0,0,0,0
84920,135,129,49,181,54,65,31,33
100130830,0,3,0,2,0,1,1,1
144245,265,348,136,526,117,253,95,104
144402,99,67,44,122,115,137,54,97
55605,336,207,162,403,240,322,182,266
225,13,15,7,22,6,13,6,2
283461,0,0,0,0,0,0,0,0
114134,72,81,22,93,26,64,23,32
120892,29,31,16,46,33,54,17,32
100506072,10,2,2,11,8,6,7,3
283463,1,0,2,0,1,0,0,0
1272,173,114,80,195,86,92,67,93
29951,0,1,0,0,0,0,0,0
100506577,0,0,0,0,0,0,0,0
283464,342,344,130,499,274,430,143,255
10138,78,79,44,123,68,90,34,89
85437,366,221,128,415,397,526,221,496
51535,583,321,253,558,255,302,151,228
144165,96,62,40,87,82,100,44,91
100506684,0,0,0,0,0,0,0,0
80070,54,41,28,67,15,17,14,20
83448,170,176,64,218,66,114,49,50
51135,133,73,51,175,165,224,83,130
5756,196,173,81,283,149,197,75,110
84216,57,30,21,64,51,61,29,53
4753,173,104,80,222,161,153,68,170
440097,10,12,3,9,0,4,2,1
83956,134,68,63,132,80,93,60,83
51054,87,55,30,86,68,74,38,65
196527,376,291,161,476,262,488,197,355
400027,114,75,47,136,62,103,48,97
196528,477,286,187,474,280,347,206,283
9169,918,643,350,1006,507,775,334,494
81539,2641,1667,1026,2789,2693,3576,1638,2467
54407,1712,1215,622,1963,2179,2704,1190,1622
100288798,1,1,0,0,2,2,0,2
55089,1,7,1,12,2,3,1,0
347902,31,24,7,44,18,27,12,30
100233209,0,0,0,0,1,1,0,0
91523,0,0,0,2,0,4,2,3
79657,440,227,153,382,368,393,164,279
8909,0,6,1,3,2,3,5,0
10411,56,23,10,46,177,285,113,320
55652,76,43,33,67,112,121,58,151
51564,235,120,90,230,176,350,108,337
7421,98,70,42,102,45,72,32,82
79022,1193,581,478,1038,1815,2141,892,2097
1280,504,280,184,522,227,295,132,334
29843,422,180,175,407,292,417,170,284
100505587,41,22,15,36,54,55,29,74
5213,956,561,402,1072,590,661,329,696
140461,181,84,63,175,132,166,60,144
387856,17,13,4,17,29,26,18,25
643162,9,7,5,11,12,13,7,7
121275,1,2,1,4,1,1,0,0
341567,0,0,0,0,1,0,0,0
121274,282,148,122,264,172,204,110,197
100505923,0,0,0,1,0,1,0,0
23519,34,20,15,44,28,37,14,38
121273,0,0,1,0,0,0,0,0
341568,0,0,0,0,1,0,0,0
3906,0,0,0,0,0,0,0,0
54934,453,194,162,369,403,367,223,415
677815,2,2,0,0,0,0,1,1
677793,2,0,2,0,2,0,0,0
677794,3,0,0,1,0,0,0,0
144438,493,331,143,569,455,617,243,357
904,319,152,108,258,152,173,139,117
255411,0,0,0,1,0,0,0,0
112,747,446,287,773,491,771,273,712
100506125,6,3,3,9,10,11,4,8
784,124,73,52,151,89,120,58,153
9416,1428,628,588,1203,811,822,368,817
27289,36,13,20,24,66,64,16,13
85478,15,13,4,30,10,13,6,17
51303,85,48,37,99,61,57,22,47
377,1643,876,692,1544,1491,1635,756,1479
7480,81,46,26,60,61,96,29,87
7471,0,0,0,0,0,0,0,0
23109,123,51,42,95,57,59,25,61
5571,428,246,160,427,450,441,227,442
8085,2626,1320,1118,2499,913,1431,691,1100
121268,41,19,13,25,35,52,14,31
50846,1,1,0,3,1,0,0,0
55716,201,120,70,192,129,225,67,193
100288366,1,0,0,0,0,0,0,0
10376,2943,1472,1124,2575,2092,2720,1147,2767
100289104,0,0,0,0,1,0,0,0
7846,791,355,332,724,513,742,277,687
100293962,2,3,1,6,4,4,7,4
84790,6702,3022,2554,5675,4530,5625,2343,6259
5630,13,9,5,21,21,25,10,34
10024,873,408,323,837,512,542,269,565
338761,55,51,24,91,37,74,21,66
79962,86,52,24,102,59,83,36,70
65244,192,145,70,245,146,242,77,204
100335030,23,13,9,21,16,22,6,19
23416,35,20,14,37,24,26,8,28
10445,801,337,314,694,547,611,251,601
84070,28,18,10,31,16,18,6,18
25766,75,25,37,70,52,61,12,63
91010,185,97,61,195,98,143,65,102
7009,5934,2640,2210,4917,5011,5466,2510,5211
57701,408,190,142,391,333,400,235,430
100286844,20,7,8,32,17,28,14,28
144233,58,38,21,65,67,89,26,73
23017,0,0,0,0,0,1,0,0
283332,0,0,0,0,0,0,0,0
359,0,0,0,0,0,0,1,0
362,0,0,0,0,0,0,0,0
363,3,2,4,13,4,3,2,4
29127,1016,561,418,1009,795,845,405,737
41,485,241,172,466,250,369,147,363
6602,1525,716,585,1267,1070,1323,564,1356
2819,9,1,4,7,4,6,4,1
84987,207,72,80,149,222,242,108,206
91012,320,174,103,284,279,350,160,294
51474,603,430,247,679,668,870,203,352
100302220,0,0,0,0,0,0,0,0
121006,3,1,0,5,0,2,0,1
113251,496,377,220,618,307,496,225,299
57609,527,340,222,576,299,391,221,322
466,228,118,101,194,168,193,99,184
283471,0,0,0,0,0,0,0,0
25840,260,204,85,367,103,147,60,136
613227,0,0,0,0,0,0,0,0
4891,425,269,146,486,347,449,170,333
25875,816,500,297,907,524,696,295,723
81566,288,138,111,250,324,472,210,335
7024,481,336,177,507,333,448,214,389
5463,85,46,32,76,57,92,29,106
9802,1047,535,366,879,709,772,350,624
57228,56,37,28,68,59,86,30,63
51411,3,0,0,0,0,1,0,0
1990,1,0,0,0,0,0,0,0
11226,134,73,50,169,74,171,54,174
9498,37,30,18,44,14,11,8,12
6334,104,51,52,97,44,75,44,35
283401,37,19,24,48,24,32,15,40
401720,6,10,4,24,4,13,3,20
728503,2,0,1,1,3,0,1,0
341405,0,0,0,0,0,0,0,0
94,39,19,10,31,25,22,5,13
91,581,302,215,526,383,592,206,465
160622,17,12,5,10,7,10,11,18
100506166,14,5,1,14,9,16,3,7
3164,179,111,56,182,164,317,103,316
60673,222,83,94,167,244,280,119,265
100506625,0,0,0,0,0,0,0,0
144501,12,6,0,10,7,6,3,7
283403,0,0,0,0,0,0,0,0
283404,0,0,0,0,0,0,0,0
3855,0,0,0,1,0,0,0,0
3887,0,0,0,1,0,0,0,0
3892,2,3,0,0,1,0,0,0
3889,0,0,0,0,0,0,0,1
3891,0,0,0,0,0,0,0,1
3890,0,0,0,0,0,0,0,0
3888,0,0,0,0,0,0,0,0
9119,0,0,0,0,9,42,4,28
3854,0,0,0,0,0,0,0,0
286887,0,0,0,0,0,0,0,0
3853,0,0,0,0,0,0,0,0
3852,0,0,0,0,0,0,0,0
112802,0,0,0,0,0,0,0,0
121391,0,0,0,0,0,0,0,0
140807,0,0,0,0,0,0,0,0
319101,0,0,0,0,0,0,0,0
3849,0,0,0,0,0,0,0,0
3848,0,0,0,0,0,0,0,0
374454,0,0,0,0,0,0,0,0
51350,0,0,0,0,0,0,0,0
3850,0,0,0,0,0,0,0,0
3851,0,0,0,0,0,0,0,0
338785,0,0,0,0,0,0,0,0
196374,0,0,0,1,2,1,1,2
3856,1194,609,478,1090,620,869,330,825
3875,208,104,91,223,298,377,137,355
1975,3613,2418,1444,4321,1939,2231,1068,2245
283335,62,42,31,75,39,42,21,46
23371,62,33,20,53,58,56,32,54
84926,95,46,32,87,117,132,54,160
3489,6,7,5,12,23,31,12,18
8435,0,1,0,3,1,0,0,1
51380,136,93,39,159,97,145,56,115
283337,776,379,301,781,766,980,387,816
3695,24,14,7,29,11,11,7,9
5916,145,112,74,177,137,175,66,182
84975,268,99,120,198,147,138,77,123
9700,1454,603,584,1183,783,849,372,757
5204,1546,743,557,1449,1051,1099,485,1243
60314,406,170,126,377,257,287,127,326
8086,847,334,299,676,576,649,300,630
121340,1,0,1,0,2,4,0,1
6667,1577,1016,637,1773,1000,1536,606,1261
269,21,12,3,19,15,17,14,36
54458,429,272,156,425,373,436,192,481
5094,2862,1775,1144,3177,2360,3292,1278,3549
7786,126,78,48,137,96,110,70,144
6895,403,210,140,341,284,328,127,326
8620,15,6,10,19,12,8,2,5
11016,552,340,230,648,310,551,202,435
517,2002,945,717,1922,1807,2143,832,2187
57658,581,251,208,524,479,546,295,603
3229,107,51,46,113,69,75,28,99
3228,2,0,2,3,1,1,2,2
100124700,95,51,27,85,109,133,65,97
3227,104,66,56,127,131,148,46,142
3226,198,117,90,272,171,221,116,182
406973,0,0,0,0,0,0,0,0
3225,166,72,87,156,96,129,69,134
3224,75,41,21,73,65,75,40,60
3222,51,29,12,40,34,46,8,31
3223,204,122,98,191,164,166,74,157
3221,321,173,125,383,227,252,132,249
693200,0,0,0,0,0,0,0,0
440101,17,10,5,14,13,15,9,18
100240735,11,5,3,9,20,20,6,12
100240734,1,0,1,0,4,7,0,3
400043,391,241,152,396,321,357,128,363
23583,310,143,101,291,268,282,140,318
23468,3622,2833,1460,4563,2296,4299,1483,3189
3178,3569,2753,1349,4671,2436,2450,1276,2196
100506653,444,233,169,442,444,541,231,459
4778,4,1,1,5,2,1,0,0
22818,1787,959,693,1811,1747,2182,859,2249
442892,1,0,0,0,0,0,0,0
53831,0,0,0,0,0,0,0,0
25946,178,128,61,195,127,220,76,225
100506666,0,0,0,0,0,0,0,0
3678,274,211,117,363,242,408,123,348
121355,0,1,0,0,0,1,0,0
3071,3,1,1,2,1,4,2,1
5153,28,15,5,35,34,36,19,45
5502,31,20,11,50,36,50,20,40
644076,0,0,0,0,0,0,0,0
90070,0,0,0,0,0,0,0,0
117159,0,0,0,0,0,0,0,0
118430,0,0,0,0,0,0,0,0
9840,0,0,0,0,0,0,0,0
58158,0,0,0,0,2,1,1,0
441639,0,0,0,0,0,0,0,0
121364,0,0,0,0,0,0,0,0
254783,0,0,0,0,0,0,0,0
283365,0,0,0,0,0,0,0,0
390321,0,0,0,0,0,0,0,0
254786,0,0,0,0,0,0,0,0
390323,0,0,0,0,0,0,0,0
403282,0,0,0,0,0,0,0,0
390326,0,0,0,0,0,0,0,0
341416,0,0,0,0,0,0,0,0
390327,0,0,0,0,0,0,0,0
403284,0,0,0,0,0,0,0,0
341418,0,0,0,0,0,0,0,0
121130,0,0,0,0,0,0,0,0
196410,100,50,43,97,39,24,28,26
3679,165,83,54,151,187,226,69,246
2647,453,195,161,394,277,265,115,324
5959,88,32,29,51,40,42,26,42
967,1785,976,718,1749,1119,1368,617,1406
100506701,119,70,43,99,101,137,66,141
10220,463,285,175,437,161,179,100,124
84324,427,201,172,369,320,376,149,360
29095,230,112,104,201,184,229,77,271
85406,655,327,264,684,310,384,180,358
440104,137,73,49,146,133,100,69,129
4327,0,0,1,2,3,0,1,2
84305,228,111,83,172,137,135,59,114
1606,62,54,31,82,90,116,50,124
6490,46,23,22,29,33,41,22,33
1017,1208,609,427,1061,1093,1451,609,1208
5869,1038,530,393,942,810,1182,403,957
6821,199,69,65,164,133,136,49,105
64375,78,31,30,86,61,78,26,66
6231,262,112,80,243,194,193,90,171
2065,33,24,10,34,45,49,19,52
5036,2450,1252,1002,2295,1824,2263,935,2129
6171,2638,1457,1079,2668,2267,2652,1054,2920
84872,89,72,45,124,87,101,41,112
23344,1000,547,418,1090,562,767,365,779
140465,486,249,199,483,486,649,245,669
4637,2760,1311,1127,2450,2018,1994,979,1954
6601,1108,651,438,1247,735,1186,461,1030
100506719,18,11,9,21,11,18,10,11
10193,490,239,206,464,495,569,258,572
79035,374,233,181,418,280,331,164,395
283375,5,8,3,5,2,6,0,4
283373,1023,537,406,960,648,1098,417,926
93058,147,76,70,124,163,166,85,136
1431,2680,1401,1013,2663,1681,1918,830,1955
10330,936,375,361,686,749,574,355,680
9924,719,461,259,830,832,1294,527,1210
51561,5,5,3,8,32,26,12,21
6773,457,239,170,472,1596,2051,143,260
319,1,1,0,1,0,2,0,2
8914,2140,1116,916,2158,1574,1999,850,1779
4284,1,2,1,0,5,2,2,1
283377,234,108,87,180,144,124,70,117
27165,37,18,21,51,24,30,12,24
5939,302,186,115,341,150,243,75,191
11176,2047,1126,860,2140,1172,1664,618,1182
506,8662,4365,3515,7820,6740,6440,3390,6939
692090,2,2,0,1,2,0,1,2
26789,5,1,2,4,5,0,1,0
100506732,0,0,0,0,0,0,0,0
10728,670,445,289,807,364,513,255,440
4666,5095,2817,2015,5380,4342,5039,2200,5028
5557,459,293,157,495,340,434,193,310
8630,83,52,35,94,82,96,30,94
121214,0,2,0,0,0,0,1,0
8608,4,1,1,2,3,8,1,9
11318,1,1,0,2,1,0,0,1
100130083,1,0,0,0,1,0,2,0
9880,375,233,178,436,195,339,164,276
6866,4,0,0,4,3,1,1,0
4640,10,7,7,7,2,0,1,2
23306,1435,978,577,1761,949,1460,601,939
4665,169,105,54,190,171,183,60,213
6778,487,263,186,505,358,380,184,342
4035,858,535,342,1051,307,504,195,455
100302201,0,0,0,0,0,0,0,0
11247,127,79,52,143,89,198,64,211
6472,3840,1965,1441,3596,3246,3528,1743,3803
56901,38,18,16,27,64,97,31,84
246329,32,18,17,32,18,26,15,25
22864,448,263,157,579,362,600,194,522
3626,18,11,7,10,19,22,6,33
83729,284,162,146,295,440,677,277,730
2735,75,50,25,87,49,93,31,131
64333,4,3,2,2,5,0,2,3
4141,3729,1616,1397,2992,3440,4056,1609,3963
1649,167,73,59,150,618,541,289,576
693201,0,0,0,1,1,4,1,0
114785,422,205,138,381,268,343,150,344
10540,1247,657,472,1178,906,1251,538,1439
3798,155,65,46,173,63,70,39,79
79837,451,170,169,369,310,335,154,308
196403,217,78,71,180,105,133,56,127
115557,314,144,112,305,201,214,99,225
65012,73,30,23,67,48,41,25,50
2583,112,63,48,108,48,78,26,80
10956,1700,817,672,1495,1259,1387,650,1391
116986,137,87,52,156,94,135,47,146
100130776,17,7,6,16,20,15,7,21
6302,247,168,94,289,214,301,122,248
1019,2420,1114,908,2083,2516,2530,1316,2780
92979,226,117,100,206,212,353,127,367
1594,64,20,17,54,34,33,19,17
4234,149,67,62,139,124,144,66,129
25895,80,48,32,79,64,96,32,82
10102,531,205,230,438,384,357,218,368
10677,29,16,15,21,15,19,11,20
